path,click_config_name,offset_time,sampling_rate,midi_program_num,bpm,norm_bpm,name,fold,set_type
50_bpm_default_offset_0.wav,default,1.390751187099691,44100,0,50,0.0,50_bpm_default_offset_0,19,test
50_bpm_default_offset_1.wav,default,14.5366347428467,44100,0,50,0.0,50_bpm_default_offset_1,19,test
50_bpm_default_offset_2.wav,default,11.495517537873171,44100,0,50,0.0,50_bpm_default_offset_2,15,valid
50_bpm_default_offset_3.wav,default,11.21970537200269,44100,0,50,0.0,50_bpm_default_offset_3,17,valid
50_bpm_default_offset_4.wav,default,2.4698750245950563,44100,0,50,0.0,50_bpm_default_offset_4,20,test
50_bpm_woodblock_dark_offset_0.wav,woodblock_dark,2.6651510352319447,44100,115,50,0.0,50_bpm_woodblock_dark_offset_0,19,test
50_bpm_woodblock_dark_offset_1.wav,woodblock_dark,12.992098154413409,44100,115,50,0.0,50_bpm_woodblock_dark_offset_1,20,test
50_bpm_woodblock_dark_offset_2.wav,woodblock_dark,7.4525567340776355,44100,115,50,0.0,50_bpm_woodblock_dark_offset_2,17,valid
50_bpm_woodblock_dark_offset_3.wav,woodblock_dark,13.71352441497158,44100,115,50,0.0,50_bpm_woodblock_dark_offset_3,20,test
50_bpm_woodblock_dark_offset_4.wav,woodblock_dark,13.759697041246316,44100,115,50,0.0,50_bpm_woodblock_dark_offset_4,16,valid
50_bpm_woodblock_light_offset_0.wav,woodblock_light,2.2348735031042564,44100,115,50,0.0,50_bpm_woodblock_light_offset_0,15,valid
50_bpm_woodblock_light_offset_1.wav,woodblock_light,4.206614435772885,44100,115,50,0.0,50_bpm_woodblock_light_offset_1,19,test
50_bpm_woodblock_light_offset_2.wav,woodblock_light,7.228135638347762,44100,115,50,0.0,50_bpm_woodblock_light_offset_2,18,test
50_bpm_woodblock_light_offset_3.wav,woodblock_light,3.624369953358957,44100,115,50,0.0,50_bpm_woodblock_light_offset_3,15,valid
50_bpm_woodblock_light_offset_4.wav,woodblock_light,4.683343492856271,44100,115,50,0.0,50_bpm_woodblock_light_offset_4,17,valid
50_bpm_taiko_offset_0.wav,taiko,5.559046675250583,44100,116,50,0.0,50_bpm_taiko_offset_0,20,test
50_bpm_taiko_offset_1.wav,taiko,8.021250560182553,44100,116,50,0.0,50_bpm_taiko_offset_1,16,valid
50_bpm_taiko_offset_2.wav,taiko,11.738120550125403,44100,116,50,0.0,50_bpm_taiko_offset_2,15,valid
50_bpm_taiko_offset_3.wav,taiko,13.573061812762411,44100,116,50,0.0,50_bpm_taiko_offset_3,16,valid
50_bpm_taiko_offset_4.wav,taiko,11.74554150236987,44100,116,50,0.0,50_bpm_taiko_offset_4,17,valid
50_bpm_synth_drum_offset_0.wav,synth_drum,5.931799054564992,44100,118,50,0.0,50_bpm_synth_drum_offset_0,18,test
50_bpm_synth_drum_offset_1.wav,synth_drum,13.897702768106344,44100,118,50,0.0,50_bpm_synth_drum_offset_1,16,valid
50_bpm_synth_drum_offset_2.wav,synth_drum,8.52600202815064,44100,118,50,0.0,50_bpm_synth_drum_offset_2,18,test
50_bpm_synth_drum_offset_3.wav,synth_drum,6.994495651693155,44100,118,50,0.0,50_bpm_synth_drum_offset_3,18,test
50_bpm_synth_drum_offset_4.wav,synth_drum,11.93527160739638,44100,118,50,0.0,50_bpm_synth_drum_offset_4,15,valid
51_bpm_default_offset_0.wav,default,0.4781780707556702,44100,0,51,0.00625,51_bpm_default_offset_0,17,valid
51_bpm_default_offset_1.wav,default,17.11163766697615,44100,0,51,0.00625,51_bpm_default_offset_1,18,test
51_bpm_default_offset_2.wav,default,8.420647582482664,44100,0,51,0.00625,51_bpm_default_offset_2,16,valid
51_bpm_default_offset_3.wav,default,0.8030730926568143,44100,0,51,0.00625,51_bpm_default_offset_3,19,test
51_bpm_default_offset_4.wav,default,7.525009050881805,44100,0,51,0.00625,51_bpm_default_offset_4,20,test
51_bpm_woodblock_dark_offset_0.wav,woodblock_dark,10.346010843296355,44100,115,51,0.00625,51_bpm_woodblock_dark_offset_0,19,test
51_bpm_woodblock_dark_offset_1.wav,woodblock_dark,13.937292979212408,44100,115,51,0.00625,51_bpm_woodblock_dark_offset_1,15,valid
51_bpm_woodblock_dark_offset_2.wav,woodblock_dark,10.777158978027638,44100,115,51,0.00625,51_bpm_woodblock_dark_offset_2,16,valid
51_bpm_woodblock_dark_offset_3.wav,woodblock_dark,4.988306248601703,44100,115,51,0.00625,51_bpm_woodblock_dark_offset_3,15,valid
